gene_id,gene_symbol,fpkm_C42B0,fpkm_C42B25nM,fpkm_C42B50nM,tpm_C42B0,tpm_C42B25nM,tpm_C42B50nM,read_count_C42B0,read_count_C42B25nM,read_count_C42B50nM
537,ATP6AP1,86.83,124.36,136.35,160.8,235.25,251.78,3309,4615,4900
538,ATP7A,2.3,3.99,3.2,4.26,7.56,5.9,368.84,620,483.1
539,ATP5PO,222.6,174.36,159.9,412.22,329.83,295.28,2988,2276,2023
540,ATP7B,1.42,2.05,2.4,2.64,3.87,4.44,171,239,270
545,ATR,3.32,4.08,3.44,6.15,7.72,6.35,505,602,492
546,ATRX,4.71,5.31,5.06,8.72,10.05,9.34,911,1003,925
547,KIF1A,7.93,4.91,5.19,14.68,9.29,9.58,1336,808,819
549,AUH,15.01,13.96,12.38,27.8,26.4,22.87,596.98,566.99,507.62
550,AUP1,69.72,69.82,79.66,129.1,132.08,147.1,1864.97,1816.39,2008.55
552,AVPR1A,0.01,0,0.06,0.02,0,0.1,1.3,0,6.13
553,AVPR1B,0,0.02,0.01,0,0.04,0.02,0,2,1
554,AVPR2,0.03,0,0.03,0.06,0,0.06,1,0,1
558,AXL,0.05,0.21,0.16,0.1,0.4,0.3,4.61,15.7,13.13
563,AZGP1,255.86,230.47,233.85,473.81,435.99,431.83,5499,4817,4737
566,AZU1,0,0.06,0.07,0,0.12,0.12,0,1,1
567,B2M,118.92,352.24,323.2,220.21,666.34,596.82,3684.72,10646,9447.97
570,BAAT,0.02,0.02,0.1,0.03,0.03,0.18,1,1,6
571,BACH1,2.96,3.41,3.21,5.49,6.46,5.93,314,351,320.02
572,BAD,65.12,43.02,46.6,120.59,81.39,86.05,1109,714,755
573,BAG1,20.85,13.31,12.16,38.61,25.18,22.46,1492.78,926.76,820.68
575,ADGRB1,0.42,0.86,0.86,0.78,1.62,1.59,48,95,92
576,ADGRB2,1.69,2.99,2.62,3.13,5.66,4.84,167,268,232
578,BAK1,20.69,29.4,33.66,38.31,55.62,62.15,833,1154,1277
579,NKX3-2,1.67,2.35,2.05,3.09,4.45,3.78,70,96,81
580,BARD1,5.29,3.08,3.16,9.8,5.82,5.83,516,287,293
581,BAX,38.79,78.16,75.72,71.84,147.86,139.82,672.91,1330.1,1213.51
582,BBS1,8.92,14.35,17.61,16.52,27.15,32.51,562.1,879.64,1045.73
583,BBS2,18.88,26.56,26.78,34.96,50.25,49.45,915.41,1248.29,1228.08
585,BBS4,20.55,27.43,25.41,38.05,51.88,46.93,925,1219,1096
586,BCAT1,4.44,0.86,0.97,8.23,1.63,1.78,779.85,150.09,159.11
587,BCAT2,35.47,22.61,28.34,65.69,42.78,52.33,1024,643,784
590,BCHE,0.83,2.07,2.18,1.53,3.91,4.03,37,90,92
593,BCKDHA,23.33,17.6,21.42,43.21,33.29,39.56,750,550,649
594,BCKDHB,5.75,6.36,4.53,10.65,12.03,8.36,342.61,309.71,260.77
595,CCND1,79.42,118.2,111.13,147.06,223.6,205.2,6316,9142,8330
596,BCL2,0.31,0.19,0.27,0.57,0.37,0.49,16,9,12
597,BCL2A1,1.95,1.26,0.99,3.6,2.38,1.84,27,17,13
598,BCL2L1,63.85,113.42,118.27,118.24,214.56,218.4,2957,5012,5054
599,BCL2L2,17.67,15.35,13.54,32.72,29.04,25.01,1167.54,987,844.72
602,BCL3,18.27,43.76,49.59,33.83,82.79,91.57,660.89,1503.02,1638
604,BCL6,13.83,26.84,32.11,25.62,50.77,59.3,874,1634,1894
605,BCL7A,4.22,3.51,3.71,7.82,6.64,6.85,295.1,239,245.45
607,BCL9,7.45,8.04,9.99,13.79,15.2,18.45,857,897,1070
608,TNFRSF17,0.06,0.06,0,0.12,0.12,0,1,1,0
610,HCN2,1.74,1.17,1.09,3.23,2.22,2.02,111.61,73,66
611,OPN1SW,0.05,0.17,0,0.1,0.32,0,1.05,3.23,0
613,BCR,15.21,12.97,13.2,28.16,24.54,24.37,1942.92,1612.68,1590.23
617,BCS1L,28.42,24.46,27.18,52.62,46.28,50.19,810,666,685
622,BDH1,21.23,12.17,13.16,39.32,23.02,24.31,1405.51,780.77,809.81
623,BDKRB1,2.15,1.99,1.79,3.97,3.76,3.3,51,46,40
624,BDKRB2,0.06,0.57,0.67,0.12,1.09,1.24,5,44,50
627,BDNF,0.03,0.06,0.01,0.05,0.11,0.02,2,4,1
629,CFB,0.24,0.58,0.81,0.44,1.1,1.49,11,26,35
631,BFSP1,0.28,3.23,2.93,0.52,6.12,5.41,10,115.02,102.89
632,BGLAP,0,0.87,0,0,1.65,0,0,7.37,0
633,BGN,0.24,0.63,0.49,0.45,1.18,0.91,10.04,26.02,19.02
634,CEACAM1,0.14,4.01,4.96,0.26,7.58,9.16,5.94,214.15,281.72
635,BHMT,0.02,0.04,0,0.04,0.08,0,1,1.99,0
636,BICD1,4.74,2.82,2.66,8.78,5.33,4.92,448.73,232.09,198.46
637,BID,18.26,14.71,15.13,33.82,27.83,27.94,723,575,576
638,BIK,20.38,30.32,31.91,37.74,57.36,58.92,349,505,515
639,PRDM1,0.08,0.24,0.21,0.15,0.45,0.39,9,24,20
640,BLK,0,0,0.03,0,0,0.05,0,0,1
641,BLM,2.66,1.13,0.89,4.92,2.15,1.65,180.06,87.09,74.59
642,BLMH,32.77,21.76,20.02,60.69,41.16,36.97,1405,907,809
643,CXCR5,0.06,0.18,0.17,0.11,0.34,0.31,4.69,14.04,12.58
644,BLVRA,41.18,65.06,55.4,76.26,123.07,102.31,805.01,1237.11,1022.02
645,BLVRB,254.09,334.64,377.25,470.52,633.05,696.63,3618,4634,5063
646,BNC1,0,0.01,0,0,0.02,0,0,1,0
648,BMI1,8.74,6.68,7.58,16.19,12.63,13.99,579.32,430.26,473.27
649,BMP1,4.61,10.03,11.2,8.53,18.97,20.68,266,582,628
650,BMP2,0.02,0.02,0,0.03,0.03,0,1,1,0
651,BMP3,0.01,0.05,0.04,0.02,0.09,0.07,1.02,5.04,3.95
652,BMP4,0.16,0.63,1.06,0.29,1.2,1.96,5,19,31
653,BMP5,0.01,0,0.01,0.02,0,0.01,1.8,0,1
654,BMP6,0.2,0.24,0.27,0.37,0.45,0.49,14.23,16.46,17.73
655,BMP7,4.48,1.22,1.26,8.3,2.3,2.32,338.1,89.35,89.39
656,BMP8B,2.32,1.97,1.98,4.29,3.72,3.65,162.97,112.96,140.47
657,BMPR1A,3.53,4.2,3.22,6.54,7.95,5.95,425.05,491.38,365.53
658,BMPR1B,2.92,1.03,0.98,5.41,1.96,1.81,307,105,95
659,BMPR2,5.34,5.62,5.1,9.88,10.62,9.42,1218.3,1246.29,1097.03
660,BMX,0.02,0,0,0.04,0,0,1,0,0
661,POLR3D,10.65,11.43,10.8,19.72,21.62,19.94,1068.69,1115.81,1021.53
662,BNIP1,14.71,14.1,12.79,27.23,26.67,23.61,313,292,254
663,BNIP2,14.8,13.51,11.23,27.4,25.56,20.74,1702.79,1512.01,1218.23
664,BNIP3,109.95,144.24,139.46,203.61,272.86,257.52,3306.59,4218.37,3952.87
665,BNIP3L,26.23,42.16,40.43,48.58,79.75,74.66,1694,2647,2462
666,BOK,53.21,54.35,60.96,98.53,102.81,112.58,2443,2427,2641
667,DST,0.57,0.63,0.54,1.06,1.19,1,172,193,154
668,FOXL2,0,0.06,0,0,0.11,0,0,3,0
669,BPGM,16.23,20.4,17.99,30.06,38.6,33.22,518,629,542
670,BPHL,19.56,13.34,13.06,36.23,25.24,24.11,700.95,469.76,446.01
672,BRCA1,7.43,3.14,3.36,13.76,5.93,6.2,729.22,284.24,296
673,BRAF,5.15,5.2,5.68,9.53,9.83,10.49,815.5,785.13,801.93
675,BRCA2,3.18,1.67,1.84,5.89,3.15,3.4,719.48,366.32,392.65
676,BRDT,1.46,3.55,1.79,2.7,6.71,3.31,85.07,201.34,99.81
677,ZFP36L1,19.14,32.37,38.44,35.44,61.23,70.99,1080,1779,2046
678,ZFP36L2,8.53,7.85,8.4,15.79,14.85,15.52,590,528,548
682,BSG,479.98,664.9,784.3,888.82,1257.8,1448.3,14212,19146,21913
683,BST1,0.11,0.32,0.3,0.2,0.61,0.56,3.86,11.56,10.42
684,BST2,18.81,23.1,24.07,34.83,43.7,44.44,340,406,410
685,BTC,0.13,0.37,0.43,0.25,0.71,0.8,5,17,19
686,BTD,9.37,8.37,7.84,17.36,15.83,14.48,485.74,534.66,485.37
687,KLF9,7.54,14.97,15.06,13.97,28.32,27.8,739,1426,1390
688,KLF5,5.42,7.45,6.53,10.05,14.09,12.05,330,438,374
689,BTF3,582.86,647.09,610.88,1079.35,1224.13,1128.06,10718,11589,10611
694,BTG1,60.68,29.86,28.58,112.36,56.49,52.77,5276,2525,2342
695,BTK,0.02,0.06,0.06,0.04,0.12,0.11,1,3,3
696,BTN1A1,0.04,0.07,0.04,0.07,0.14,0.07,2,4,2
699,BUB1,14.19,7.52,7.67,26.27,14.23,14.16,978,509,503
701,BUB1B,20.61,7.18,6.86,38.17,13.58,12.67,1416.76,479.72,444.39
705,BYSL,27.99,26.42,26.72,51.84,49.97,49.34,887,814,798
706,TSPO,188.1,160.21,155.26,348.32,303.08,286.71,2822,2334,2194
708,C1QBP,442.51,283.49,253.49,819.45,536.28,468.1,9409.59,5862.31,5080.47
710,SERPING1,0,0.06,0.06,0,0.12,0.12,0,2,2
713,C1QB,0,0,0.05,0,0,0.1,0,0,1
715,C1R,4.38,8.46,9.92,8.12,16.01,18.32,203,381,433
716,C1S,0.3,0.97,0.64,0.56,1.83,1.18,15,47,30
717,C2,1.28,2.82,2.91,2.37,5.34,5.37,45.49,102.86,102.5
718,C3,0,0.23,0.28,0,0.43,0.52,0,22,26
719,C3AR1,0.02,0.02,0,0.03,0.03,0,1,1,0
720,C4A,0.05,0.15,0,0.1,0.29,0,5.5,15.22,0
721,C4B,0.05,0.62,0.71,0.1,1.17,1.31,5.5,61.38,68.14
722,C4BPA,0,0,0.03,0,0,0.05,0,0,1
725,C4BPB,0.46,0.78,0.55,0.85,1.47,1.01,15.75,25.83,17.55
726,CAPN5,4.95,2.6,4.15,9.17,4.91,7.67,406,207,321
727,C5,0.49,0.14,0.13,0.9,0.26,0.24,43.06,14,9.85
728,C5AR1,0.12,0,0.13,0.22,0,0.25,5.04,0,5.43
730,C7,0.05,0.02,0.01,0.09,0.03,0.02,5.31,1.76,1.31
733,C8G,0.57,1.24,1.01,1.06,2.34,1.86,9,19,15
734,OSGIN2,5.57,7.26,6.96,10.31,13.73,12.84,449.12,582.15,536.83
738,VPS51,56.46,64.92,64.78,104.56,122.82,119.63,2800,3131,3028
740,MRPL49,102.5,108.05,107.31,189.81,204.4,198.16,3847.22,3944.06,3796.29
741,ZNHIT2,47.7,46.97,47.08,88.33,88.85,86.93,1132,1084,1053
744,MPPED2,0.04,0.06,0.05,0.07,0.11,0.1,1,4.53,5.81
745,MYRF,0.96,1.6,1.65,1.78,3.03,3.05,105,171,170
746,TMEM258,96.48,71.87,66.13,178.66,135.96,122.12,969,702,626
747,DAGLA,5.62,4.42,5.22,10.42,8.36,9.64,614,467,533
752,FMNL1,0.51,0.77,0.76,0.95,1.46,1.41,43,62,57
753,LDLRAD4,0.04,0.15,0.17,0.07,0.29,0.31,7.02,28.68,31.67
754,PTTG1IP,70.53,77.44,73.67,130.61,146.49,136.04,3415,3645,3359
755,CFAP410,5.12,6.74,7.79,9.48,12.75,14.39,218,276,304
757,TMEM50B,20.01,23.53,19.39,37.06,44.52,35.8,915.9,1049.34,824.71
758,MPPED1,0.02,0.04,0,0.04,0.07,0,1,2,0
759,CA1,0.14,0.04,0.04,0.27,0.07,0.07,4,1,1
760,CA2,0.04,0.18,0.11,0.07,0.34,0.2,1,5,3
761,CA3,0.13,0.36,0.07,0.23,0.67,0.12,4,11,2
762,CA4,0.49,0.73,0.21,0.91,1.38,0.38,10,15,4
763,CA5A,0.11,0.04,0.04,0.21,0.07,0.08,2.84,0.93,1.07
766,CA7,0.11,0.04,0.23,0.2,0.07,0.42,3,1,6
767,CA8,3.92,4.51,3.74,7.26,8.54,6.9,224.06,298.03,267
768,CA9,0.07,0.04,0,0.13,0.07,0,2,1,0
770,CA11,3.54,6.34,7.78,6.56,11.99,14.37,112,195,232
771,CA12,8.85,10.35,11.61,16.38,19.57,21.44,711.19,795.38,856.18
773,CACNA1A,0,0.01,0.01,0,0.01,0.02,0,1,2
774,CACNA1B,0.01,0.02,0.04,0.02,0.04,0.07,2,4,7
775,CACNA1C,0.04,0.07,0.06,0.07,0.14,0.11,6,15,13
776,CACNA1D,0.22,0.19,0.21,0.41,0.36,0.39,33.65,31.87,33.8
777,CACNA1E,0.01,0.04,0.01,0.01,0.07,0.01,2,12,2
778,CACNA1F,0.02,0,0,0.03,0,0,1,0,0
779,CACNA1S,0.03,0.04,0.07,0.05,0.07,0.12,3,4,7
780,DDR1,58.79,70.55,79.99,108.87,133.46,147.7,4099,4770,5241
781,CACNA2D1,0.03,0.02,0.05,0.06,0.03,0.09,3,1.56,2
782,CACNB1,4.36,3.05,2.9,8.08,5.77,5.36,258.42,167,169
783,CACNB2,0.48,0.31,0.34,0.9,0.59,0.63,58.04,39.26,39.94
784,CACNB3,11.29,18.15,18.84,20.91,34.34,34.78,567,893,921
785,CACNB4,0.05,0.05,0.06,0.09,0.1,0.12,6.09,7.37,8.11
786,CACNG1,0.04,0.04,0,0.08,0.08,0,1,1,0
788,SLC25A20,16.05,23.06,19.04,29.73,43.61,35.15,527,736,589
790,CAD,12.82,9.68,10.56,23.73,18.31,19.5,1554,1143,1178
794,CALB2,0.08,0.46,0.3,0.15,0.88,0.54,2,12,7
796,CALCA,0.7,0.33,0.57,1.3,0.62,1.05,11,5,9.97
797,CALCB,0.37,0.22,0.28,0.69,0.41,0.52,7,4,5.03
800,CALD1,84.64,67.26,66.53,156.73,127.23,122.85,6656,5140,4927
801,CALM1,103.24,131.21,109.27,191.18,248.21,201.78,8153,10067,8127
805,CALM2,160.43,198.95,171.83,297.09,376.37,317.31,3551,4295,3592
808,CALM3,157.49,180.39,187.62,291.64,341.25,346.45,6382,7101,7147.94
810,CALML3,0,3.29,4.15,0,6.22,7.67,0,107,131
811,CALR,1510.31,1110.38,1164.13,2796.8,2100.54,2149.68,53104.79,37969,38580
813,CALU,71.7,55.56,47.79,132.77,105.1,88.24,5871.05,4442.77,3710.01
814,CAMK4,0.02,0.03,0.01,0.03,0.05,0.03,4.02,5.61,2.98
816,CAMK2B,0.69,1.33,1.42,1.28,2.52,2.63,46,97,104
817,CAMK2D,5.04,7,6.03,9.33,13.25,11.14,443,607,532
818,CAMK2G,12.97,17.13,14.7,24.03,32.41,27.15,861.8,1125.47,942.86
819,CAMLG,16.13,10.86,10.25,29.87,20.54,18.93,649.92,425.36,389.19
820,CAMP,0.1,0.2,0.21,0.18,0.38,0.38,1,2,2
821,CANX,169.37,106.67,89.31,313.64,201.79,164.91,13628.97,8359.94,6783.94
822,CAPG,0.4,2.77,3.13,0.74,5.25,5.78,9,61,69
823,CAPN1,69.82,87.29,103.25,129.29,165.12,190.66,3844,4671,5363
824,CAPN2,51.43,59.81,57,95.24,113.14,105.25,3238.14,3658.92,3382.09
825,CAPN3,0.48,0.57,0.89,0.88,1.08,1.65,19,17,26
826,CAPNS1,388.15,464.23,571.82,718.77,878.2,1055.93,8672,10140,12077
827,CAPN6,0.08,0.45,0.48,0.14,0.85,0.89,5,29,30
828,CAPS,2.32,1.57,1.77,4.3,2.97,3.26,65.06,43.16,47.04
829,CAPZA1,100.99,130.82,110.26,187.01,247.48,203.6,4435.34,5580.3,4560.25
830,CAPZA2,17.74,25.57,19.03,32.85,48.37,35.14,1690.57,2369.57,1708.99
831,CAST,29.9,39.46,38.29,55.37,74.65,70.72,2474.17,3170.48,2986.43
832,CAPZB,101.57,101.13,108.98,188.09,191.32,201.24,3111.99,2918,3055.46
833,CARS1,47.49,24.31,25.16,87.95,45.98,46.47,2231,1111,1115
834,CASP1,0,0.34,0.29,0,0.65,0.53,0,7,6.49
835,CASP2,13.36,16.93,17.92,24.74,32.03,33.09,1002.57,1235.22,1267.24
836,CASP3,10.01,11.48,10.76,18.53,21.71,19.88,472,526,481
837,CASP4,25.57,24.76,31.19,47.35,46.85,57.6,606,571,696.99
838,CASP5,0,0,0.06,0,0,0.11,0,0,1.01
839,CASP6,4.87,5.77,5.29,9.02,10.92,9.76,146.53,166.21,146.17
840,CASP7,21.92,23.27,21.57,40.6,44.02,39.82,987,1009,907
841,CASP8,6.05,11.99,11.43,11.2,22.68,21.11,267.76,538.95,481.21
842,CASP9,3.44,5.42,5.66,6.37,10.24,10.45,122.43,199.21,198.16
843,CASP10,1.12,2.56,2.99,2.08,4.83,5.52,111.05,257.15,284.72
844,CASQ1,0,0.09,0.15,0,0.17,0.28,0,3,5
846,CASR,0.35,0.37,0.43,0.65,0.7,0.79,66.86,68.45,76.66
847,CAT,55.58,68.56,72.56,102.93,129.69,133.99,2366,2838,2911
857,CAV1,0,0.06,0,0,0.11,0,0,3,0
858,CAV2,0.26,0.38,0.67,0.49,0.72,1.23,14.47,20.41,34.66
860,RUNX2,1.48,2.11,1.75,2.74,3.99,3.23,153.01,213,170.02
861,RUNX1,0.6,6.45,4.82,1.12,12.21,8.89,72,661,534.97
862,RUNX1T1,0.02,0.08,0.02,0.04,0.14,0.04,2.34,11.23,3.3
863,CBFA2T3,0.1,0.03,0.04,0.18,0.05,0.07,8,2,3
864,RUNX3,0.07,0.03,0.01,0.12,0.05,0.03,5,2,1.03
865,CBFB,17.41,12.73,10.74,32.25,24.08,19.83,1008.94,717.94,588.26
866,SERPINA6,0.04,0.04,0,0.07,0.07,0,1,1,0
867,CBL,2.4,2.18,1.8,4.45,4.13,3.33,506.96,447.69,359.14
868,CBLB,1.72,2.67,3.29,3.18,5.06,6.08,212,320,385
871,SERPINH1,6,10.47,10.94,11.1,19.8,20.2,230,390,395
873,CBR1,88.71,70.17,71.78,164.27,132.74,132.55,1962.14,1508.89,1496.06
874,CBR3,10.14,8.89,9.93,18.77,16.81,18.33,181.86,154.11,167.94
875,CBS,65.98,37.39,35.26,122.17,70.73,65.11,3086.88,1699.47,1555.4
881,CCIN,0,0.06,0.03,0,0.11,0.05,0,2,1
883,KYAT1,5.15,10.65,10.11,9.54,20.14,18.66,197.47,393.39,364.68
885,CCK,5.97,9.28,9.34,11.05,17.56,17.25,124,176,196
887,CCKBR,0.06,0.16,0.13,0.11,0.3,0.24,2,5,4
889,KRIT1,9.99,8.4,8.48,18.51,15.9,15.67,835.99,693.21,669.51
890,CCNA2,30.77,16.52,17.26,56.98,31.26,31.87,1576.64,823.41,833.48
891,CCNB1,118.42,57.91,59.82,219.29,109.56,110.47,4451,2118,2119
892,CCNC,17.08,17.89,15.22,31.63,33.84,28.1,684,695,574
894,CCND2,0.05,0.04,0.01,0.09,0.08,0.02,6,5,1
896,CCND3,49.05,44.43,43.54,90.83,84.04,80.4,1817,1624,1534
898,CCNE1,8.93,9.69,8.39,16.53,18.32,15.5,315,338,283
899,CCNF,13.36,9.92,11.08,24.74,18.77,20.46,1051.34,754.57,817.25
900,CCNG1,117.32,132.53,112.66,217.25,250.71,208.05,5018,5476,4558
901,CCNG2,21.34,33.29,30.48,39.51,62.98,56.29,1044,1590,1419
902,CCNH,76.07,46.4,39.06,140.86,87.77,72.12,1852.12,1136.89,907.64
904,CCNT1,6.92,8.73,7.9,12.82,16.51,14.58,862,1056,928
905,CCNT2,4.49,3.35,2.87,8.32,6.34,5.3,438.11,322.84,273.34
908,CCT6A,161.65,151.45,138.74,299.35,286.5,256.2,7778,7084,6292
912,CD1D,0.1,0.04,0.06,0.18,0.07,0.12,5.79,2.21,3.68
915,CD3D,0,0.08,0.09,0,0.16,0.16,0,1,1
916,CD3E,0,0.08,0,0,0.16,0,0,2,0
917,CD3G,0.21,0.13,0.19,0.38,0.24,0.36,10.38,6.19,9.12
919,CD247,0,0.03,0.04,0,0.07,0.07,0,1,1
920,CD4,1.72,0.46,0.73,3.18,0.87,1.34,88,23,35
921,CD5,0.05,0.07,0.07,0.09,0.12,0.13,3,4,4
922,CD5L,0,0.03,0.03,0,0.06,0.06,0,1.01,1
923,CD6,0,0.02,0.02,0,0.04,0.04,0,1,1
924,CD7,0.29,0.66,0.5,0.54,1.24,0.92,7,15,11
925,CD8A,1.1,0.87,0.56,2.04,1.64,1.03,58.18,43.59,30
927,CD8B2,0.01,0.24,0.49,0.03,0.46,0.9,1.25,5.01,9.02
928,CD9,332.56,443.78,326.55,615.84,839.52,603,7440,9656,6889
929,CD14,0.08,0.08,0.15,0.15,0.16,0.28,2,2,4
933,CD22,0.06,2.83,3.17,0.11,5.35,5.86,3,149,164
939,CD27,2.4,4.01,3.52,4.45,7.58,6.5,68,111,100
940,CD28,0.03,0.07,0.03,0.05,0.14,0.05,2.13,5.99,2.13
941,CD80,0,0.24,0.29,0,0.46,0.54,0,12,14
942,CD86,0,0.02,0.05,0,0.04,0.09,0,1,2
943,TNFRSF8,0.35,0.58,0.52,0.66,1.1,0.96,25,38,33
944,TNFSF8,0,0.05,0.11,0,0.1,0.21,0,2,5
945,CD33,1.58,3.89,4.19,2.93,7.36,7.74,41,105,104
946,SIGLEC6,0.04,0.12,0.21,0.07,0.22,0.39,2.54,7.45,13.18
947,CD34,0.11,0.06,0.11,0.2,0.12,0.21,16.65,7.23,16.07
948,CD36,0.07,0.17,0.11,0.13,0.32,0.2,2,9.93,8.88
949,SCARB1,67.02,23.34,24.29,124.1,44.16,44.85,4255,1445,1452
950,SCARB2,63.97,67.01,62.14,118.46,126.76,114.75,5637.38,5733.81,5162.4
951,CD37,0.13,0.21,0.24,0.25,0.39,0.44,4,5,7
952,CD38,0.13,0.13,0.15,0.24,0.24,0.28,13.7,12.9,15.09
953,ENTPD1,2.76,3.01,2.45,5.11,5.69,4.53,571.43,640.95,512.82
954,ENTPD2,14.6,15.91,21.42,27.03,30.09,39.56,569,603,780
955,ENTPD6,44.49,41.79,37.25,82.4,79.06,68.79,2233,2036,1786
956,ENTPD3,0.26,0.81,0.82,0.48,1.54,1.51,14,43,42
957,ENTPD5,14.26,10.25,9.91,26.4,19.39,18.29,1346.08,930.97,871.19
958,CD40,0.68,1.16,0.93,1.26,2.2,1.72,19.26,33,25.79
960,CD44,0.04,0.29,0.14,0.07,0.54,0.25,2,11,12
961,CD47,5.73,9.87,9.12,10.61,18.67,16.84,553.47,927.63,830.02
963,CD53,0,0,0.04,0,0,0.07,0,0,1
965,CD58,4.23,7.63,6.33,7.83,14.43,11.68,84,146,119
966,CD59,7.72,14.27,12.62,14.29,26.99,23.31,1104.31,1989,1708.32
967,CD63,283.76,394.45,369.63,525.48,746.19,682.57,4626,6203,5660
968,CD68,3.38,16.33,19.1,6.26,30.89,35.26,103.73,495.78,565.37
969,CD69,0,0,0.07,0,0,0.13,0,0,2
970,CD70,1.06,1.36,1.31,1.95,2.58,2.41,45.77,52.15,48.57
971,CD72,0.16,0.12,0.04,0.29,0.23,0.08,4,3,1
972,CD74,0.17,0.49,1.25,0.31,0.92,2.3,5,13,29
973,CD79A,0.1,0,0,0.19,0,0,2,0,0
974,CD79B,0,0.32,0.51,0,0.6,0.93,0,7,10
975,CD81,213.52,240.75,259.64,395.41,455.44,479.46,5785,6362,6638
976,ADGRE5,12.23,16.38,17.01,22.65,30.98,31.4,731.77,958.53,959.8
977,CD151,131.67,125.44,137.11,243.84,237.3,253.19,3688,3404,3614
978,CDA,0,0,0.15,0,0,0.27,0,0,2
983,CDK1,96.77,93.61,84.5,179.2,177.09,156.03,3383,3184,2778
984,CDK11B,24.01,25.75,26.61,44.46,48.71,49.14,1353.76,1426.3,1413.4
987,LRBA,31.86,12.81,10.49,58.99,24.23,19.37,3614,1600,1291
988,CDC5L,10.08,13.76,12.58,18.67,26.02,23.23,1184.97,1572.63,1394.02
989,SEPTIN7,37.92,61.22,52.65,70.21,115.81,97.22,1666.08,2608.84,2171.88
990,CDC6,32.15,5.65,5.51,59.53,10.7,10.17,1820.37,315.62,290.79
991,CDC20,126.34,63.4,79.53,233.97,119.94,146.86,3838,1873,2277
993,CDC25A,6.97,3.04,2.03,12.9,5.74,3.76,498,208,136
994,CDC25B,28.02,27.67,32.54,51.9,52.35,60.09,1610,1588,1795
995,CDC25C,8.05,5.16,5.15,14.91,9.76,9.51,289.74,183.2,179
996,CDC27,16.98,12.77,11.63,31.45,24.16,21.48,1542,1220,1050
997,CDC34,40.46,55.05,63.42,74.93,104.15,117.11,1031,1365,1553
998,CDC42,32.66,47.16,43.12,60.48,89.2,79.63,2630.8,3980.09,3351
999,CDH1,83.81,118.76,122.69,155.2,224.66,226.55,7570.12,10434.02,10426.41
1000,CDH2,0,0.01,0.01,0,0.03,0.03,0,1,1
1001,CDH3,11.61,12.82,14.41,21.51,24.25,26.6,755.32,818.94,873.08
1002,CDH4,0.06,0.03,0.03,0.11,0.05,0.05,7.2,2.94,3.06
1003,CDH5,0,0.05,0.04,0,0.1,0.08,0,4,3
1004,CDH6,0.06,0.05,0.06,0.1,0.1,0.11,9.12,8.26,8.65
1005,CDH7,0.13,0.13,0.05,0.24,0.25,0.09,22.92,18.56,6.53
1006,CDH8,0.03,0,0.01,0.05,0,0.02,5.01,0,1.42
1008,CDH10,0.02,0,0,0.03,0,0,1,0,0
1010,CDH12,0.93,1.25,0.98,1.72,2.36,1.81,66,86,66
1012,CDH13,0.3,0.1,0.06,0.55,0.2,0.12,43.48,13.58,8.96
1013,CDH15,1.44,0.69,1.03,2.67,1.31,1.9,77,36,52
1014,CDH16,0,0,0.04,0,0,0.08,0,0,2
1015,CDH17,0.04,0.03,0.03,0.08,0.07,0.06,2.66,2.2,1.99
1016,CDH18,0.09,0.11,0.12,0.16,0.21,0.22,6.72,7.07,7.7
1017,CDK2,33.76,17.12,15.05,62.52,32.38,27.79,1401,694,590
1018,CDK3,4.12,4.88,4.63,7.63,9.23,8.55,119,137,126
1019,CDK4,131.01,98.68,102.48,242.61,186.68,189.25,4517.09,3308.8,3330.39
1020,CDK5,62.98,53.73,60.06,116.63,101.64,110.9,1283,1062,1151
1021,CDK6,0.59,0.64,0.48,1.09,1.21,0.89,131,137.01,99.99
1022,CDK7,18.28,21.99,17.95,33.86,41.6,33.15,477,539,443
1024,CDK8,15.73,11.39,9.8,29.14,21.55,18.1,824,585,472
1025,CDK9,28.89,37.32,37.15,53.5,70.59,68.6,1335,1677,1618
1026,CDKN1A,52.06,536.92,495.8,96.4,1015.72,915.55,2054,20548,18382
1027,CDKN1B,30.03,24.52,27.37,55.62,46.38,50.55,1346.89,1069.28,1157
1028,CDKN1C,2.71,7.92,6.14,5.01,14.98,11.34,87,229,188.92
1029,CDKN2A,32.6,33.68,37.36,60.37,63.71,68.99,644.92,655.84,664.76
1030,CDKN2B,0.17,1.97,1.96,0.31,3.72,3.61,12.09,139.19,133.24
1031,CDKN2C,14.79,10.85,12.69,27.38,20.53,23.43,537,357,444
1032,CDKN2D,9.4,15.75,14.82,17.41,29.8,27.36,205,330,298
1033,CDKN3,71.25,63.08,61.86,131.94,119.33,114.23,1076,927,877
1036,CDO1,0,0.05,0,0,0.09,0,0,1,0
1038,CDR1,0.67,0.69,0.4,1.25,1.31,0.74,16,16,9
1039,CDR2,9.35,5.96,5.92,17.32,11.27,10.94,468,292,275
1040,CDS1,11.92,12.38,11.5,22.07,23.43,21.23,969,975,883
1041,CDSN,0.17,1.12,1.49,0.31,2.13,2.76,8,52,67
1043,CD52,0,0.13,0.13,0,0.25,0.25,0,1,1
1044,CDX1,0.03,0,0,0.06,0,0,1,0,0
1045,CDX2,0.39,0.84,0.58,0.72,1.59,1.07,21,53,34
1047,CLGN,35,18.57,15.06,64.82,35.12,27.8,1779,918,721
